hour_timestamp,flood_avg_depth_cm,flood_avg_severity,flood_avg_duration
2024-04-29T13:00:00.000Z,40.6,55.42,90.0
2024-07-16T12:00:00.000Z,23.1,34.17,60.0
2024-08-15T01:00:00.000Z,13.7,81.59,240.0
2023-01-08T08:00:00.000Z,24.15,30.404999999999998,45.0
2023-06-27T04:00:00.000Z,12.4,44.68,120.0
2023-11-05T22:00:00.000Z,23.1,43.17,90.0
2024-01-06T07:00:00.000Z,20.5,32.35,60.0
2024-02-15T11:00:00.000Z,6.6,13.62,30.0
2024-02-16T12:00:00.000Z,5.0,12.5,30.0
2024-03-05T04:00:00.000Z,10.6,16.419999999999998,30.0
2024-06-26T07:00:00.000Z,39.8,99.86,240.0
2024-07-22T23:00:00.000Z,20.0,41.0,90.0
2023-03-11T11:00:00.000Z,11.5,17.049999999999997,30.0
2023-03-25T09:00:00.000Z,15.7,19.99,30.0
2023-07-17T03:00:00.000Z,9.7,60.79,180.0
2023-08-13T12:00:00.000Z,8.7,33.089999999999996,90.0
2023-10-12T04:00:00.000Z,30.0,39.0,60.0
2023-11-10T09:00:00.000Z,25.1,26.57,30.0
2024-01-03T05:00:00.000Z,10.9,16.63,30.0
2024-03-17T01:00:00.000Z,14.6,19.22,30.0
2024-08-21T09:00:00.000Z,9.0,15.3,30.0
2023-01-03T18:00:00.000Z,11.7,62.19,180.0
2023-01-19T18:00:00.000Z,23.0,43.099999999999994,90.0
2023-01-28T15:00:00.000Z,14.6,19.22,30.0
2023-06-08T17:00:00.000Z,24.9,26.429999999999996,30.0
2023-04-13T10:00:00.000Z,15.2,19.64,30.0
2023-05-10T04:00:00.000Z,5.8,40.06,120.0
2023-07-25T03:00:00.000Z,13.2,36.239999999999995,90.0
2023-08-20T13:00:00.000Z,21.9,33.33,60.0
2023-09-03T05:00:00.000Z,8.1,14.669999999999998,30.0
2023-12-23T11:00:00.000Z,29.4,47.58,90.0
2024-08-20T11:00:00.000Z,48.6,61.019999999999996,90.0
2023-01-01T19:00:00.000Z,21.3,50.91,120.0
2023-05-02T21:00:00.000Z,18.2,30.74,60.0
2023-06-30T18:00:00.000Z,6.8,22.759999999999998,60.0
2023-08-05T21:00:00.000Z,16.1,20.27,30.0
2023-08-31T12:00:00.000Z,14.1,36.87,90.0
2023-09-22T22:00:00.000Z,30.6,48.42,90.0
2023-10-01T14:00:00.000Z,8.1,32.67,90.0
2024-07-25T19:00:00.000Z,31.1,39.769999999999996,60.0
2024-08-11T01:00:00.000Z,48.5,51.949999999999996,60.0
2024-08-24T13:00:00.000Z,16.3,20.41,30.0
2023-01-03T22:00:00.000Z,16.7,29.689999999999998,60.0
2023-03-23T10:00:00.000Z,8.6,42.019999999999996,120.0
2023-04-22T09:00:00.000Z,39.2,45.44,60.0
2023-05-05T23:00:00.000Z,20.6,32.42,60.0
2024-03-02T18:00:00.000Z,14.0,18.799999999999997,30.0
2024-04-02T03:00:00.000Z,21.6,33.12,60.0
2024-04-10T23:00:00.000Z,10.0,16.0,30.0
2024-04-18T08:00:00.000Z,20.25,27.674999999999997,45.0
2024-05-25T00:00:00.000Z,6.3,22.41,60.0
2023-01-10T05:00:00.000Z,29.9,74.92999999999999,180.0
2023-07-06T17:00:00.000Z,6.5,31.55,90.0
2023-10-18T05:00:00.000Z,9.1,24.369999999999997,60.0
2024-03-18T13:00:00.000Z,11.7,35.19,90.0
2024-03-19T10:00:00.000Z,5.0,21.5,60.0
2024-08-24T16:00:00.000Z,16.4,83.48,240.0
2023-01-06T12:00:00.000Z,19.7,40.79,90.0
2023-01-08T05:00:00.000Z,49.6,52.72,60.0
2023-03-01T16:00:00.000Z,41.5,65.05,120.0
2023-04-22T03:00:00.000Z,29.3,47.51,90.0
2023-12-01T22:00:00.000Z,18.3,84.81,240.0
2024-01-07T04:00:00.000Z,16.7,29.689999999999998,60.0
2024-03-09T22:00:00.000Z,61.6,70.12,90.0
2023-10-02T23:00:00.000Z,20.4,68.28,180.0
2024-03-21T02:00:00.000Z,28.4,28.88,30.0
2024-04-21T16:00:00.000Z,5.5,57.85,180.0
2023-03-27T08:00:00.000Z,5.0,12.5,30.0
2023-03-05T13:00:00.000Z,5.0,12.5,30.0
2023-04-26T05:00:00.000Z,25.8,27.06,30.0
2023-06-27T07:00:00.000Z,13.2,36.239999999999995,90.0
2024-01-18T16:00:00.000Z,10.2,25.14,60.0
2024-05-14T02:00:00.000Z,11.7,26.189999999999998,60.0
2024-08-11T02:00:00.000Z,18.6,40.019999999999996,90.0
2023-03-14T14:00:00.000Z,39.3,54.51,90.0
2023-09-21T03:00:00.000Z,26.6,72.62,180.0
2023-10-17T11:00:00.000Z,10.6,16.419999999999998,30.0
2024-03-16T11:00:00.000Z,16.6,20.62,30.0
2023-02-02T17:00:00.000Z,20.8,23.56,30.0
2023-03-15T11:00:00.000Z,59.5,95.65,180.0
2023-05-25T23:00:00.000Z,16.8,65.76,180.0
2023-07-11T12:00:00.000Z,24.1,43.870000000000005,90.0
2023-10-01T09:00:00.000Z,6.3,22.41,60.0
2024-01-30T03:00:00.000Z,18.2,30.74,60.0
2024-03-03T06:00:00.000Z,8.2,14.739999999999998,30.0
2024-06-30T11:00:00.000Z,24.1,34.870000000000005,60.0
2024-08-26T09:00:00.000Z,11.1,43.769999999999996,120.0
2024-08-27T07:00:00.000Z,15.3,64.71,180.0
2023-01-03T03:00:00.000Z,14.2,36.94,90.0
2023-02-08T06:00:00.000Z,10.2,16.14,30.0
2023-05-31T23:00:00.000Z,11.7,44.19,120.0
2023-07-17T05:00:00.000Z,16.0,38.2,90.0
2023-09-26T17:00:00.000Z,12.45,53.715,150.0
2023-10-19T16:00:00.000Z,15.3,28.71,60.0
2024-02-26T14:00:00.000Z,16.2,83.34,240.0
2024-03-02T19:00:00.000Z,10.8,25.56,60.0
2024-06-27T02:00:00.000Z,16.4,20.479999999999997,30.0
2024-08-29T20:00:00.000Z,6.4,40.48,120.0
2023-04-03T21:00:00.000Z,19.8,31.86,60.0
2023-05-05T18:00:00.000Z,11.1,79.77,240.0
2023-06-01T11:00:00.000Z,6.2,22.34,60.0
2023-08-08T13:00:00.000Z,18.1,35.17,75.0
2023-08-12T12:00:00.000Z,10.8,25.56,60.0
2024-05-02T08:00:00.000Z,7.0,18.4,45.0
2023-02-15T10:00:00.000Z,29.2,38.44,60.0
2023-04-10T14:00:00.000Z,11.4,25.98,60.0
2023-04-17T20:00:00.000Z,12.0,26.4,60.0
2023-05-14T09:00:00.000Z,24.7,35.29,60.0
2023-05-26T04:00:00.000Z,13.1,36.17,90.0
2023-10-18T23:00:00.000Z,13.9,36.730000000000004,90.0
2023-11-19T13:00:00.000Z,6.4,40.48,120.0
2023-11-29T01:00:00.000Z,16.0,47.2,120.0
2024-01-14T21:00:00.000Z,25.6,31.42,45.0
2024-05-04T04:00:00.000Z,13.9,18.73,30.0
2024-06-06T13:00:00.000Z,5.1,21.57,60.0
2023-01-05T17:00:00.000Z,10.8,34.56,90.0
2023-08-06T13:00:00.000Z,16.0,38.2,90.0
2023-07-18T17:00:00.000Z,5.0,12.5,30.0
2023-07-20T16:00:00.000Z,16.6,38.620000000000005,90.0
2023-09-10T23:00:00.000Z,23.6,34.519999999999996,60.0
2023-11-12T10:00:00.000Z,5.0,12.5,30.0
2023-11-13T16:00:00.000Z,7.05,31.935,90.0
2024-08-30T04:00:00.000Z,25.5,71.85,180.0
2023-01-06T00:00:00.000Z,15.2,64.64,180.0
2023-05-28T13:00:00.000Z,14.0,36.8,90.0
2023-06-05T04:00:00.000Z,5.7,21.99,60.0
2023-07-03T10:00:00.000Z,11.9,26.33,60.0
2023-09-21T20:00:00.000Z,5.5,30.85,90.0
2023-10-20T09:00:00.000Z,5.7,30.99,90.0
2024-03-10T13:00:00.000Z,11.7,17.189999999999998,30.0
2024-05-17T14:00:00.000Z,24.5,44.15,90.0
2024-05-31T11:00:00.000Z,6.9,31.83,90.0
2023-03-14T00:00:00.000Z,79.0,109.3,180.0
2023-04-14T23:00:00.000Z,9.2,33.44,90.0
2023-06-01T15:00:00.000Z,21.0,68.7,180.0
2023-08-04T15:00:00.000Z,19.6,40.72,90.0
2023-11-23T20:00:00.000Z,6.4,22.48,60.0
2024-02-23T03:00:00.000Z,10.9,25.63,60.0
2023-01-04T04:00:00.000Z,30.5,30.349999999999998,30.0
2023-10-05T19:00:00.000Z,18.7,31.09,60.0
2023-05-26T09:00:00.000Z,18.2,66.74,180.0
2023-06-22T02:00:00.000Z,9.1,24.369999999999997,60.0
2023-12-03T00:00:00.000Z,15.7,37.989999999999995,90.0
2023-12-27T07:00:00.000Z,20.4,23.279999999999998,30.0
2024-02-10T04:00:00.000Z,14.3,19.009999999999998,30.0
2024-05-28T04:00:00.000Z,5.8,13.059999999999999,30.0
2024-07-09T09:00:00.000Z,5.0,30.5,90.0
2024-07-20T15:00:00.000Z,20.2,32.14,60.0
2023-02-09T23:00:00.000Z,14.3,37.01,90.0
2023-04-12T06:00:00.000Z,5.1,57.57,180.0
2023-09-26T09:00:00.000Z,29.3,38.51,60.0
2023-12-29T19:00:00.000Z,8.8,15.16,30.0
2024-07-02T21:00:00.000Z,6.2,22.34,60.0
2023-04-03T15:00:00.000Z,5.7,30.99,90.0
2023-04-15T20:00:00.000Z,29.9,38.92999999999999,60.0
2023-06-03T06:00:00.000Z,5.0,21.5,60.0
2023-02-17T18:00:00.000Z,23.2,52.239999999999995,120.0
2023-09-13T23:00:00.000Z,20.9,68.63,180.0
2023-09-17T02:00:00.000Z,13.7,18.589999999999996,30.0
2023-12-06T11:00:00.000Z,5.0,12.5,30.0
2024-01-08T18:00:00.000Z,28.7,56.09,120.0
2024-02-10T11:00:00.000Z,16.8,38.76,90.0
2024-06-04T09:00:00.000Z,26.2,27.34,30.0
2024-07-22T11:00:00.000Z,8.3,14.81,30.0
2023-02-19T05:00:00.000Z,16.0,20.2,30.0
2023-05-02T18:00:00.000Z,6.7,22.689999999999998,60.0
2023-05-04T15:00:00.000Z,6.2,58.34,180.0
2023-09-17T23:00:00.000Z,25.0,26.5,30.0
2023-11-10T04:00:00.000Z,14.9,82.43,240.0
2023-12-07T05:00:00.000Z,5.0,12.5,30.0
2024-03-17T03:00:00.000Z,9.3,15.51,30.0
2024-06-09T03:00:00.000Z,6.6,76.62,240.0
2024-07-14T13:00:00.000Z,29.8,29.86,30.0
2023-03-06T00:00:00.000Z,13.1,27.17,60.0
2023-03-18T14:00:00.000Z,6.4,40.48,120.0
2023-05-12T06:00:00.000Z,10.4,25.28,60.0
2023-09-18T23:00:00.000Z,25.6,35.92,60.0
2023-12-09T03:00:00.000Z,26.7,45.69,90.0
2023-12-13T18:00:00.000Z,51.0,53.699999999999996,60.0
2024-01-20T16:00:00.000Z,10.6,34.42,90.0
2024-01-27T13:00:00.000Z,11.8,35.26,90.0
2024-02-04T22:00:00.000Z,8.5,23.95,60.0
2024-03-17T15:00:00.000Z,25.3,35.71,60.0
2024-05-12T23:00:00.000Z,18.450000000000003,57.915000000000006,150.0
2024-05-24T22:00:00.000Z,22.55,78.785,210.0
2024-06-07T06:00:00.000Z,18.3,48.81,120.0
2023-02-10T22:00:00.000Z,24.7,35.29,60.0
2023-06-01T21:00:00.000Z,10.9,34.63,90.0
2023-08-14T14:00:00.000Z,8.3,41.81,120.0
2023-08-29T23:00:00.000Z,26.1,54.269999999999996,120.0
2024-01-01T06:00:00.000Z,5.2,39.64,120.0
2024-01-06T04:00:00.000Z,23.6,52.519999999999996,120.0
2024-05-03T03:00:00.000Z,11.5,26.049999999999997,60.0
2024-07-29T17:00:00.000Z,8.3,77.81,240.0
2023-02-08T05:00:00.000Z,5.9,22.13,60.0
2023-07-08T02:00:00.000Z,39.2,45.44,60.0
2023-09-13T11:00:00.000Z,5.0,57.5,180.0
2023-10-30T16:00:00.000Z,8.2,59.74,180.0
2023-11-05T19:00:00.000Z,21.96666666666667,48.376666666666665,110.0
2023-12-30T07:00:00.000Z,15.4,64.78,180.0
2024-08-22T03:00:00.000Z,16.6,83.62,240.0
2024-08-27T22:00:00.000Z,11.8,17.259999999999998,30.0
2024-08-30T22:00:00.000Z,30.6,48.42,90.0
2023-03-07T21:00:00.000Z,5.3,21.71,60.0
2023-05-13T23:00:00.000Z,5.7,12.99,30.0
2023-05-14T13:00:00.000Z,16.0,20.2,30.0
2023-06-07T12:00:00.000Z,9.3,15.51,30.0
2023-06-18T10:00:00.000Z,5.3,30.71,90.0
2023-09-14T19:00:00.000Z,11.4,25.98,60.0
2023-10-16T13:00:00.000Z,10.3,34.21,90.0
2023-10-21T11:00:00.000Z,18.1,44.169999999999995,105.0
2024-02-11T20:00:00.000Z,8.7,15.09,30.0
2024-04-23T13:00:00.000Z,11.5,26.049999999999997,60.0
2024-06-20T19:00:00.000Z,79.6,82.72,90.0
2024-06-29T18:00:00.000Z,6.5,40.55,120.0
2023-01-06T21:00:00.000Z,9.3,24.509999999999998,60.0
2023-02-09T15:00:00.000Z,43.35,48.345,60.0
2023-07-20T11:00:00.000Z,15.3,28.71,60.0
2023-09-26T08:00:00.000Z,18.5,48.95,120.0
2023-12-29T08:00:00.000Z,8.2,41.74,120.0
2024-01-13T10:00:00.000Z,23.7,88.59,240.0
2024-04-07T23:00:00.000Z,10.1,16.07,30.0
2024-05-05T21:00:00.000Z,15.2,28.64,60.0
2024-05-16T13:00:00.000Z,14.1,45.87,120.0
2024-06-10T01:00:00.000Z,19.0,22.299999999999997,30.0
2024-08-02T03:00:00.000Z,5.8,22.06,60.0
2023-07-31T00:00:00.000Z,5.0,57.5,180.0
2023-09-19T00:00:00.000Z,15.8,38.06,90.0
2023-10-25T09:00:00.000Z,8.7,24.09,60.0
2024-02-09T16:00:00.000Z,5.0,30.5,90.0
2024-05-11T03:00:00.000Z,5.9,13.129999999999999,30.0
2024-05-17T00:00:00.000Z,11.0,25.7,60.0
2024-05-26T07:00:00.000Z,23.2,34.239999999999995,60.0
2024-06-04T01:00:00.000Z,10.0,34.0,90.0
2024-08-26T14:00:00.000Z,23.9,43.73,90.0
2023-01-02T21:00:00.000Z,18.7,31.089999999999996,60.0
2023-02-09T14:00:00.000Z,18.3,30.810000000000002,60.0
2023-04-19T20:00:00.000Z,5.7,12.99,30.0
2023-06-29T10:00:00.000Z,16.3,38.41,90.0
2023-09-20T12:00:00.000Z,26.4,36.48,60.0
2023-12-31T00:00:00.000Z,20.4,32.28,60.0
2024-04-08T16:00:00.000Z,11.75,35.224999999999994,90.0
2024-08-29T15:00:00.000Z,16.85,29.794999999999998,60.0
2023-03-08T21:00:00.000Z,14.4,46.08,120.0
2023-04-26T20:00:00.000Z,9.9,33.93,90.0
2023-05-08T04:00:00.000Z,13.4,18.38,30.0
2023-05-16T00:00:00.000Z,16.4,29.479999999999997,60.0
2023-07-19T02:00:00.000Z,10.75,34.525,90.0
2024-01-15T20:00:00.000Z,29.9,47.92999999999999,90.0
2024-08-08T23:00:00.000Z,11.5,17.049999999999997,30.0
2024-08-17T17:00:00.000Z,6.2,13.34,30.0
2023-02-28T11:00:00.000Z,19.3,31.509999999999998,60.0
2023-04-06T06:00:00.000Z,14.5,28.15,60.0
2023-04-21T01:00:00.000Z,10.8,25.56,60.0
2023-05-06T09:00:00.000Z,26.3,36.41,60.0
2023-05-29T23:00:00.000Z,23.7,43.59,90.0
2023-08-20T08:00:00.000Z,17.45,39.214999999999996,90.0
2023-09-15T15:00:00.000Z,16.3,38.41,90.0
2023-10-10T10:00:00.000Z,6.1,31.27,90.0
2024-01-01T08:00:00.000Z,28.3,46.81,90.0
2024-01-07T03:00:00.000Z,19.6,22.72,30.0
2024-01-21T21:00:00.000Z,8.5,77.95,240.0
2024-01-28T04:00:00.000Z,38.3,80.81,180.0
2024-02-20T09:00:00.000Z,5.9,31.13,90.0
2024-04-24T04:00:00.000Z,38.4,53.879999999999995,90.0
2023-06-18T07:00:00.000Z,23.4,43.379999999999995,90.0
2023-03-03T14:00:00.000Z,23.4,43.379999999999995,90.0
2023-04-23T10:00:00.000Z,14.5,64.15,180.0
2023-05-21T06:00:00.000Z,5.2,21.64,60.0
2023-08-19T15:00:00.000Z,25.0,35.5,60.0
2023-09-27T09:00:00.000Z,24.2,34.94,60.0
2023-11-11T09:00:00.000Z,14.7,28.29,60.0
2023-11-21T13:00:00.000Z,8.4,32.88,90.0
2024-03-11T21:00:00.000Z,7.75,32.425,90.0
2024-08-22T16:00:00.000Z,21.6,42.12,90.0
2023-01-19T22:00:00.000Z,41.5,38.05,30.0
2023-02-27T07:00:00.000Z,51.8,90.25999999999999,180.0
2023-04-05T04:00:00.000Z,17.26666666666667,27.086666666666662,50.0
2023-07-14T23:00:00.000Z,38.4,98.88,240.0
2023-08-12T15:00:00.000Z,25.1,26.57,30.0
2023-08-29T19:00:00.000Z,11.8,17.259999999999998,30.0
2024-01-29T15:00:00.000Z,5.0,39.5,120.0
2024-04-02T21:00:00.000Z,21.6,33.12,60.0
2024-07-31T08:00:00.000Z,23.8,25.66,30.0
2024-08-17T02:00:00.000Z,9.8,24.86,60.0
2023-05-06T12:00:00.000Z,19.1,22.37,30.0
2023-06-30T03:00:00.000Z,14.3,46.01,120.0
2023-08-09T21:00:00.000Z,9.0,24.3,60.0
2023-09-17T19:00:00.000Z,18.9,31.229999999999997,60.0
2024-01-01T20:00:00.000Z,29.6,74.72,180.0
2024-02-29T13:00:00.000Z,5.0,30.5,90.0
2024-05-28T09:00:00.000Z,5.3,12.709999999999999,30.0
2023-04-08T12:00:00.000Z,10.8,43.56,120.0
2023-07-01T18:00:00.000Z,25.8,27.06,30.0
2024-06-05T15:00:00.000Z,20.1,32.07,60.0
2023-01-09T09:00:00.000Z,15.2,46.64,120.0
2023-05-22T00:00:00.000Z,10.2,16.14,30.0
2023-07-03T22:00:00.000Z,38.9,45.23,60.0
2023-08-23T10:00:00.000Z,19.1,22.37,30.0
2023-09-27T04:00:00.000Z,5.0,21.5,60.0
2023-11-22T08:00:00.000Z,13.4,36.379999999999995,90.0
2024-01-15T08:00:00.000Z,26.2,45.34,90.0
2024-07-26T04:00:00.000Z,48.7,70.09,120.0
2024-08-30T11:00:00.000Z,25.4,53.78,120.0
2023-08-02T16:00:00.000Z,38.9,81.22999999999999,180.0
2023-04-08T07:00:00.000Z,9.5,42.65,120.0
2023-08-28T17:00:00.000Z,25.0,35.5,60.0
2023-09-09T01:00:00.000Z,10.8,34.56,90.0
2023-09-23T00:00:00.000Z,23.7,39.089999999999996,75.0
2023-09-26T00:00:00.000Z,23.7,34.59,60.0
2024-01-06T03:00:00.000Z,6.5,13.55,30.0
2024-03-14T01:00:00.000Z,20.1,41.07,90.0
2024-04-04T10:00:00.000Z,13.3,27.310000000000002,60.0
2024-08-07T15:00:00.000Z,6.3,31.41,90.0
2023-01-06T22:00:00.000Z,8.1,14.669999999999998,30.0
2023-06-21T01:00:00.000Z,5.0,12.5,30.0
2023-05-31T21:00:00.000Z,9.3,24.509999999999998,60.0
2023-06-09T20:00:00.000Z,39.0,36.3,30.0
2023-06-25T17:00:00.000Z,50.3,53.209999999999994,60.0
2023-10-02T13:00:00.000Z,38.3,35.809999999999995,30.0
2023-10-18T04:00:00.000Z,26.2,54.34,120.0
2024-01-01T01:00:00.000Z,14.6,37.22,90.0
2024-04-07T10:00:00.000Z,21.5,42.05,90.0
2024-08-09T14:00:00.000Z,21.8,69.26,180.0
2023-03-18T10:00:00.000Z,23.2,43.239999999999995,90.0
2023-06-05T07:00:00.000Z,5.0,21.5,60.0
2023-05-10T05:00:00.000Z,9.8,15.86,30.0
2023-07-27T13:00:00.000Z,31.7,31.189999999999998,30.0
2023-08-02T15:00:00.000Z,40.0,37.0,30.0
2023-12-21T15:00:00.000Z,29.8,29.86,30.0
2024-01-11T04:00:00.000Z,8.3,32.81,90.0
2024-01-29T17:00:00.000Z,9.6,24.72,60.0
2024-02-21T20:00:00.000Z,8.7,24.09,60.0
2024-06-30T04:00:00.000Z,26.0,72.2,180.0
2024-07-28T11:00:00.000Z,18.3,39.81,90.0
2023-08-17T07:00:00.000Z,14.4,19.08,30.0
2024-01-16T11:00:00.000Z,14.3,46.01,120.0
2024-02-24T12:00:00.000Z,16.3,47.41,120.0
2023-06-10T07:00:00.000Z,80.1,92.07,120.0
2023-06-16T13:00:00.000Z,5.0,21.5,60.0
2023-08-15T20:00:00.000Z,10.5,34.35,90.0
2024-04-08T20:00:00.000Z,13.6,81.52,240.0
2024-04-13T12:00:00.000Z,16.6,38.620000000000005,90.0
2024-05-17T02:00:00.000Z,5.0,39.5,120.0
2024-05-31T17:00:00.000Z,25.2,26.639999999999997,30.0
2023-01-26T07:00:00.000Z,5.0,39.5,120.0
2023-02-16T13:00:00.000Z,9.2,24.439999999999998,60.0
2023-07-26T18:00:00.000Z,26.8,36.76,60.0
2023-08-26T23:00:00.000Z,18.9,49.23,120.0
2024-01-05T15:00:00.000Z,5.0,12.5,30.0
2024-02-04T13:00:00.000Z,29.0,47.3,90.0
2024-03-31T19:00:00.000Z,18.5,21.95,30.0
2024-05-01T19:00:00.000Z,8.6,15.02,30.0
2024-05-08T08:00:00.000Z,15.3,82.71,240.0
2024-06-05T23:00:00.000Z,24.1,43.870000000000005,90.0
2024-07-16T13:00:00.000Z,5.2,30.64,90.0
2023-01-12T14:00:00.000Z,14.6,37.22,90.0
2023-07-18T19:00:00.000Z,14.9,28.43,60.0
2023-08-14T15:00:00.000Z,5.0,57.5,180.0
2023-10-17T04:00:00.000Z,5.0,21.5,60.0
2023-11-03T18:00:00.000Z,15.9,29.13,60.0
2023-11-19T10:00:00.000Z,20.3,32.21,60.0
2024-01-22T10:00:00.000Z,13.6,27.52,60.0
2024-03-01T21:00:00.000Z,25.7,44.989999999999995,90.0
2024-06-18T07:00:00.000Z,31.1,39.769999999999996,60.0
2024-07-06T08:00:00.000Z,38.0,44.599999999999994,60.0
2024-08-23T01:00:00.000Z,19.2,31.439999999999998,60.0
2023-01-29T11:00:00.000Z,8.8,42.16,120.0
2023-03-07T05:00:00.000Z,15.6,28.92,60.0
2023-06-16T00:00:00.000Z,10.8,34.56,90.0
2023-09-20T16:00:00.000Z,14.5,82.15,240.0
2024-01-07T18:00:00.000Z,19.6,31.72,60.0
2024-02-26T02:00:00.000Z,21.0,50.7,120.0
2024-05-27T17:00:00.000Z,12.5,31.25,75.0
2023-05-10T03:00:00.000Z,9.9,24.93,60.0
2023-07-28T12:00:00.000Z,38.5,35.95,30.0
2023-10-25T16:00:00.000Z,23.4,52.379999999999995,120.0
2023-12-15T21:00:00.000Z,5.0,57.5,180.0
2024-01-21T22:00:00.000Z,23.6,52.519999999999996,120.0
2024-07-14T16:00:00.000Z,29.8,47.86,90.0
2023-01-22T12:00:00.000Z,5.5,12.85,30.0
2023-03-12T22:00:00.000Z,11.2,16.84,30.0
2023-08-15T03:00:00.000Z,17.15,48.005,120.0
2023-11-19T20:00:00.000Z,24.8,26.36,30.0
2024-02-21T22:00:00.000Z,16.8,29.759999999999998,60.0
2024-03-21T20:00:00.000Z,14.1,27.869999999999997,60.0
2024-07-04T07:00:00.000Z,18.0,30.6,60.0
2024-08-03T05:00:00.000Z,5.1,12.57,30.0
2023-01-24T16:00:00.000Z,11.7,26.189999999999998,60.0
2023-01-27T10:00:00.000Z,5.8,13.059999999999999,30.0
2023-03-25T18:00:00.000Z,24.8,35.36,60.0
2023-06-18T18:00:00.000Z,8.2,41.74,120.0
2023-12-02T08:00:00.000Z,10.8,16.56,30.0
2024-01-02T23:00:00.000Z,13.7,27.589999999999996,60.0
2024-01-11T09:00:00.000Z,31.1,57.769999999999996,120.0
2024-01-16T14:00:00.000Z,15.2,28.64,60.0
2024-06-29T14:00:00.000Z,24.3,26.009999999999998,30.0
2024-08-10T23:00:00.000Z,15.7,37.989999999999995,90.0
2023-06-05T13:00:00.000Z,19.5,40.65,90.0
2023-07-12T17:00:00.000Z,38.5,53.95,90.0
2023-09-28T20:00:00.000Z,26.9,36.83,60.0
2023-12-16T11:00:00.000Z,20.9,41.629999999999995,90.0
2023-12-26T12:00:00.000Z,9.5,33.65,90.0
2024-03-15T13:00:00.000Z,41.2,46.84,60.0
2024-06-03T18:00:00.000Z,6.3,31.41,90.0
2024-07-17T08:00:00.000Z,49.9,43.93,30.0
2023-07-12T04:00:00.000Z,9.3,42.51,120.0
2023-07-31T16:00:00.000Z,18.9,85.23,240.0
2023-09-12T06:00:00.000Z,20.7,23.49,30.0
2023-12-01T20:00:00.000Z,9.8,15.86,30.0
2024-02-06T05:00:00.000Z,6.8,22.759999999999998,60.0
2024-02-28T04:00:00.000Z,6.2,31.34,90.0
2024-03-23T02:00:00.000Z,5.0,21.5,60.0
2024-06-26T13:00:00.000Z,19.3,40.51,90.0
2023-03-29T00:00:00.000Z,18.6,67.02,180.0
2023-05-28T17:00:00.000Z,52.0,45.4,30.0
2023-07-13T08:00:00.000Z,15.7,19.99,30.0
2023-03-31T07:00:00.000Z,24.4,26.08,30.0
2023-05-09T00:00:00.000Z,9.2,60.44,180.0
2023-07-10T04:00:00.000Z,21.5,33.05,60.0
2023-08-12T01:00:00.000Z,15.6,19.92,30.0
2023-08-30T08:00:00.000Z,25.9,27.13,30.0
2024-08-24T00:00:00.000Z,5.0,57.5,180.0
2023-02-15T04:00:00.000Z,24.0,43.8,90.0
2023-02-27T03:00:00.000Z,11.4,34.98,90.0
2023-03-10T13:00:00.000Z,25.2,35.64,60.0
2023-12-08T08:00:00.000Z,24.6,44.22,90.0
2023-12-25T12:00:00.000Z,16.6,20.62,30.0
