hour_timestamp,street,district,lat,lng,flood_avg_depth_cm,flood_avg_severity,flood_avg_duration,point_report_count,has_flood
2023-08-27T16:00:00.000Z,Huynh Tan Phat,Quan 7,10.727084,106.722195,14.6,28.22,60.0,1,1
2023-09-10T13:00:00.000Z,Ma Lo,Binh Tan,10.762516,106.61242,11.4,34.98,90.0,1,1
2023-10-18T09:00:00.000Z,Hau Giang,Quan 6,10.745738,106.638497,26.3,72.41,180.0,1,1
2024-01-06T03:00:00.000Z,Nguyen Thi Thap,Quan 7,10.741202,106.717336,6.5,13.55,30.0,1,1
2024-01-31T19:00:00.000Z,Le Dinh Can,Binh Tan,10.768397,106.597359,32.0,40.4,60.0,1,1
2024-05-03T06:00:00.000Z,CMT8,Quan 3,10.782968,106.679488,20.9,32.629999999999995,60.0,1,1
2024-05-12T19:00:00.000Z,Linh Dong,Thu Duc,10.86387,106.766678,24.9,26.429999999999996,30.0,1,1
2024-07-25T15:00:00.000Z,Nguyen Thi Thap,Quan 7,10.742415,106.717311,20.1,32.07,60.0,1,1
2023-01-02T21:00:00.000Z,Le Dinh Can,Binh Tan,10.765443,106.594616,18.7,31.089999999999996,60.0,1,1
2023-02-08T05:00:00.000Z,To Ky,Quan 12,10.867292,106.633479,5.9,22.13,60.0,1,1
2023-02-11T20:00:00.000Z,Pham Van Dong,Binh Thanh,10.818047,106.703984,24.5,44.15,90.0,1,1
2023-05-15T12:00:00.000Z,Thoai Ngoc Hau,Tan Phu,10.786168,106.628816,18.8,22.16,30.0,1,1
2023-09-22T00:00:00.000Z,Vo Van Kiet,Quan 1,10.761846,106.70017,20.1,50.07,120.0,1,1
2024-01-01T08:00:00.000Z,Tan Ky Tan Quy,Binh Tan,10.786587,106.601676,28.3,46.81,90.0,1,1
2024-02-01T21:00:00.000Z,Lam Van Ben,Quan 7,10.720299,106.68558,6.9,31.83,90.0,1,1
2024-06-06T00:00:00.000Z,Nguyen Van Khoi,Go Vap,10.828058,106.695476,13.8,27.66,60.0,1,1
2024-07-09T07:00:00.000Z,Do Xuan Hop,Thu Duc,10.833679,106.780644,39.7,45.79,60.0,1,1
2024-08-04T15:00:00.000Z,Nguyen Van Qua,Quan 12,10.854547,106.662192,11.8,62.26,180.0,1,1
2023-04-04T05:00:00.000Z,Ma Lo,Binh Tan,10.764089,106.612568,15.3,19.71,30.0,1,1
2023-08-12T20:00:00.000Z,Thoai Ngoc Hau,Tan Phu,10.786076,106.628875,24.0,88.8,240.0,1,1
2023-12-29T15:00:00.000Z,Phan Huy Ich,Go Vap,10.830713,106.671706,50.6,53.42,60.0,1,1
2024-01-27T13:00:00.000Z,Pham The Hien,Quan 8,10.728898,106.682824,11.8,35.26,90.0,1,1
2024-03-17T01:00:00.000Z,Nguyen Van Khoi,Go Vap,10.830175,106.694139,14.6,19.22,30.0,1,1
2024-04-15T06:00:00.000Z,Tran Nao,Quan 2,10.784865,106.734855,11.2,79.84,240.0,1,1
2024-06-09T15:00:00.000Z,Ma Lo,Binh Tan,10.765095,106.611507,21.8,24.259999999999998,30.0,1,1
2023-01-13T19:00:00.000Z,Thoai Ngoc Hau,Tan Phu,10.787538,106.627556,24.7,26.29,30.0,1,1
2023-03-15T22:00:00.000Z,Tran Nao,Quan 2,10.781619,106.734536,16.9,38.83,90.0,1,1
2023-03-29T15:00:00.000Z,Nguyen Van Qua,Quan 12,10.853028,106.663307,9.1,33.37,90.0,1,1
2023-06-02T19:00:00.000Z,CMT8,Quan 3,10.781793,106.681569,29.5,29.65,30.0,1,1
2023-08-24T06:00:00.000Z,Kha Van Can,Thu Duc,10.851548,106.755012,9.3,42.51,120.0,1,1
2023-10-19T22:00:00.000Z,Da Nam,Quan 8,10.74066,106.675386,6.8,22.759999999999998,60.0,1,1
2023-10-29T16:00:00.000Z,Tran Xuan Soan,Quan 7,10.750363,106.698396,10.2,25.14,60.0,1,1
2023-11-04T15:00:00.000Z,Le Van Viet,Thu Duc,10.846928,106.790616,5.0,21.5,60.0,1,1
2023-11-30T19:00:00.000Z,Nguyen Van Qua,Quan 12,10.856061,106.662882,19.5,49.65,120.0,1,1
2023-12-06T09:00:00.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.809488,106.710354,30.4,30.279999999999998,30.0,1,1
2024-01-01T20:00:00.000Z,Nguyen Van Khoi,Go Vap,10.829207,106.694521,29.6,74.72,180.0,1,1
2024-01-20T16:00:00.000Z,Nguyen Trai,Quan 5,10.755753,106.66548,10.6,34.42,90.0,1,1
2024-03-31T19:00:00.000Z,Tran Nao,Quan 2,10.782478,106.735899,18.5,21.95,30.0,1,1
2024-04-14T20:00:00.000Z,Ba Thang Hai,Quan 10,10.775323,106.668916,10.2,16.14,30.0,1,1
2024-04-21T12:00:00.000Z,CMT8,Quan 3,10.783001,106.679758,9.8,15.86,30.0,1,1
2024-05-10T03:00:00.000Z,Ta Quang Buu,Quan 8,10.742816,106.662912,19.6,31.72,60.0,1,1
2024-05-24T22:00:00.000Z,Nguyen Van Qua,Quan 12,10.855461,106.661829,16.1,65.27,180.0,1,1
2024-07-18T21:00:00.000Z,Nguyen Huu Canh,Binh Thanh,10.789342,106.723357,15.7,37.989999999999995,90.0,1,1
2024-08-27T00:00:00.000Z,Thoai Ngoc Hau,Tan Phu,10.785658,106.629684,23.4,34.379999999999995,60.0,1,1
2023-04-17T07:00:00.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.807696,106.710141,8.4,32.88,90.0,1,1
2023-09-27T09:00:00.000Z,Nguyen Van Qua,Quan 12,10.853069,106.664492,24.2,34.94,60.0,1,1
2023-11-05T09:00:00.000Z,Binh Long,Tan Phu,10.799285,106.614978,14.7,46.29,120.0,1,1
2023-12-29T08:00:00.000Z,Ung Van Khiem,Binh Thanh,10.812476,106.711008,8.2,41.74,120.0,1,1
2024-04-07T10:00:00.000Z,Le Thi Rieng,Quan 12,10.863297,106.649087,21.5,42.05,90.0,1,1
2024-04-08T20:00:00.000Z,Hoa Binh,Tan Phu,10.804468,106.624083,13.6,81.52,240.0,1,1
2024-04-19T07:00:00.000Z,Vo Van Kiet,Quan 1,10.764246,106.697151,5.0,75.5,240.0,1,1
2023-01-28T21:00:00.000Z,Pham The Hien,Quan 8,10.728354,106.682647,5.0,39.5,120.0,1,1
2023-02-27T23:00:00.000Z,Vo Van Ngan,Thu Duc,10.850877,106.770591,14.0,27.799999999999997,60.0,1,1
2023-07-28T12:00:00.000Z,Le Dinh Can,Binh Tan,10.768121,106.596464,38.5,35.95,30.0,1,1
2023-10-18T05:00:00.000Z,Nguyen Van Qua,Quan 12,10.852712,106.661861,9.1,24.369999999999997,60.0,1,1
2023-10-23T08:00:00.000Z,Nguyen Trai,Quan 5,10.757219,106.662808,20.7,41.489999999999995,90.0,1,1
2024-03-31T07:00:00.000Z,Ta Quang Buu,Quan 8,10.74555,106.665106,21.6,24.119999999999997,30.0,1,1
2024-05-05T08:00:00.000Z,Da Nam,Quan 8,10.74303,106.671651,19.8,40.86,90.0,1,1
2024-05-06T22:00:00.000Z,Ba Thang Hai,Quan 10,10.773379,106.671861,30.0,30.0,30.0,1,1
2024-05-10T14:00:00.000Z,Ung Van Khiem,Binh Thanh,10.812015,106.712188,14.7,82.28999999999999,240.0,1,1
2024-08-30T09:00:00.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.808338,106.713438,20.4,50.28,120.0,1,1
2024-08-30T19:00:00.000Z,Ta Quang Buu,Quan 8,10.743512,106.665603,9.1,78.37,240.0,1,1
2023-04-07T10:00:00.000Z,Nguyen Van Khoi,Go Vap,10.830455,106.692712,5.6,12.92,30.0,1,1
2023-06-30T03:00:00.000Z,Tan Ky Tan Quy,Binh Tan,10.786915,106.601461,14.3,46.01,120.0,1,1
2023-08-15T03:00:00.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.807073,106.711517,16.0,65.2,180.0,1,1
2024-01-04T17:00:00.000Z,To Ky,Quan 12,10.867857,106.63246,5.0,39.5,120.0,1,1
2023-05-28T07:00:00.000Z,Huynh Tan Phat,Quan 7,10.728211,106.723888,13.7,45.589999999999996,120.0,1,1
2023-06-14T21:00:00.000Z,Le Van Luong,Quan 7,10.736381,106.704661,11.7,35.19,90.0,1,1
2023-08-19T18:00:00.000Z,Phan Huy Ich,Go Vap,10.827783,106.671271,10.7,61.49,180.0,1,1
2023-08-25T15:00:00.000Z,Hau Giang,Quan 6,10.747295,106.639011,23.9,43.73,90.0,1,1
2023-09-09T08:00:00.000Z,Le Dinh Can,Binh Tan,10.767694,106.595946,15.2,19.64,30.0,1,1
2023-12-15T21:00:00.000Z,Vo Van Ngan,Thu Duc,10.849333,106.773248,5.0,57.5,180.0,1,1
2024-02-14T15:00:00.000Z,Le Dinh Can,Binh Tan,10.765182,106.597071,11.2,34.839999999999996,90.0,1,1
2024-02-28T04:00:00.000Z,Le Van Luong,Quan 7,10.736257,106.703948,6.2,31.34,90.0,1,1
2024-03-10T13:00:00.000Z,Nguyen Van Qua,Quan 12,10.855125,106.660637,11.7,17.189999999999998,30.0,1,1
2024-04-03T16:00:00.000Z,Kha Van Can,Thu Duc,10.850221,106.753392,6.3,13.41,30.0,1,1
2024-08-19T23:00:00.000Z,Le Dinh Can,Binh Tan,10.765324,106.596121,6.0,22.2,60.0,1,1
2024-08-24T00:00:00.000Z,Huynh Tan Phat,Quan 7,10.727249,106.721997,5.0,57.5,180.0,1,1
2023-05-12T14:00:00.000Z,An Duong Vuong,Quan 6,10.753614,106.646469,8.7,24.09,60.0,1,1
2023-05-27T15:00:00.000Z,No Trang Long,Binh Thanh,10.814904,106.698863,18.0,39.6,90.0,1,1
2023-07-03T11:00:00.000Z,Le Thi Rieng,Quan 12,10.860926,106.650364,11.9,26.33,60.0,1,1
2023-11-14T14:00:00.000Z,Linh Dong,Thu Duc,10.866078,106.766085,10.3,34.21,90.0,1,1
2023-11-15T14:00:00.000Z,Thoai Ngoc Hau,Tan Phu,10.787828,106.630118,8.5,14.95,30.0,1,1
2024-02-14T19:00:00.000Z,Nguyen Thi Thap,Quan 7,10.743233,106.717492,20.1,23.07,30.0,1,1
2024-06-27T02:00:00.000Z,Tran Xuan Soan,Quan 7,10.751644,106.697508,16.4,20.479999999999997,30.0,1,1
2023-03-17T05:00:00.000Z,Binh Long,Tan Phu,10.79923,106.615045,16.3,29.41,60.0,1,1
2023-06-27T04:00:00.000Z,No Trang Long,Binh Thanh,10.81601,106.696573,15.9,29.13,60.0,1,1
2023-07-31T00:00:00.000Z,Nguyen Thi Thap,Quan 7,10.741025,106.715457,5.0,57.5,180.0,1,1
2023-08-27T04:00:00.000Z,Thoai Ngoc Hau,Tan Phu,10.785302,106.629567,5.0,12.5,30.0,1,1
2023-10-09T07:00:00.000Z,Le Thi Rieng,Quan 12,10.863461,106.646577,5.1,30.57,90.0,1,1
2023-12-14T07:00:00.000Z,Lam Van Ben,Quan 7,10.718258,106.683985,25.2,35.64,60.0,1,1
2024-01-23T05:00:00.000Z,Huynh Tan Phat,Quan 7,10.729097,106.724262,13.6,63.519999999999996,180.0,1,1
2024-01-30T03:00:00.000Z,Binh Long,Tan Phu,10.799438,106.617471,18.2,30.74,60.0,1,1
2024-03-01T17:00:00.000Z,Tam Binh,Thu Duc,10.861951,106.737558,21.3,32.91,60.0,1,1
2024-08-17T11:00:00.000Z,Nguyen Thi Thap,Quan 7,10.740742,106.717432,6.1,22.27,60.0,1,1
2023-02-10T22:00:00.000Z,Tran Xuan Soan,Quan 7,10.751477,106.696958,24.7,35.29,60.0,1,1
2023-05-30T05:00:00.000Z,Nguyen Thi Thap,Quan 7,10.743152,106.714766,14.9,28.43,60.0,1,1
2023-08-16T08:00:00.000Z,Le Dinh Can,Binh Tan,10.765535,106.596128,10.6,34.42,90.0,1,1
2023-08-19T05:00:00.000Z,Vo Van Ngan,Thu Duc,10.851567,106.772916,10.6,25.419999999999998,60.0,1,1
2023-10-30T12:00:00.000Z,Nguyen Van Khoi,Go Vap,10.827243,106.692264,9.4,33.58,90.0,1,1
2023-11-03T16:00:00.000Z,Phan Huy Ich,Go Vap,10.829228,106.671404,5.0,21.5,60.0,1,1
2023-12-21T18:00:00.000Z,Nguyen Van Qua,Quan 12,10.85567,106.661552,10.8,34.56,90.0,1,1
2023-12-29T19:00:00.000Z,To Ky,Quan 12,10.867216,106.632526,8.8,15.16,30.0,1,1
2024-01-31T12:00:00.000Z,Linh Dong,Thu Duc,10.864727,106.765196,20.7,32.489999999999995,60.0,1,1
2024-02-16T08:00:00.000Z,Le Van Viet,Thu Duc,10.843071,106.788647,8.5,14.95,30.0,1,1
2024-06-25T18:00:00.000Z,An Duong Vuong,Quan 6,10.752959,106.645533,6.4,40.48,120.0,1,1
2023-05-15T05:00:00.000Z,An Duong Vuong,Quan 6,10.756082,106.645282,5.4,30.78,90.0,1,1
2023-06-10T07:00:00.000Z,Binh Long,Tan Phu,10.799712,106.616891,80.1,92.07,120.0,1,1
2023-07-10T08:00:00.000Z,Quang Trung,Go Vap,10.836277,106.663181,5.0,30.5,90.0,1,1
2023-08-28T18:00:00.000Z,Binh Long,Tan Phu,10.799448,106.613515,15.1,28.57,60.0,1,1
2023-09-23T21:00:00.000Z,Hoa Binh,Tan Phu,10.803848,106.621104,40.0,46.0,60.0,1,1
2023-11-02T08:00:00.000Z,Tan Ky Tan Quy,Binh Tan,10.787749,106.604378,23.3,43.31,90.0,1,1
2023-01-06T12:00:00.000Z,CMT8,Quan 3,10.782319,106.680072,19.7,40.79,90.0,1,1
2023-01-10T10:00:00.000Z,Vo Van Ngan,Thu Duc,10.849411,106.773974,18.9,31.229999999999997,60.0,1,1
2023-01-30T00:00:00.000Z,Le Van Luong,Quan 7,10.736693,106.705814,5.0,30.5,90.0,1,1
2023-02-10T05:00:00.000Z,Quang Trung,Go Vap,10.839501,106.662716,21.6,51.12,120.0,1,1
2023-08-06T05:00:00.000Z,Le Van Luong,Quan 7,10.735193,106.705891,5.3,21.71,60.0,1,1
2023-09-17T03:00:00.000Z,Vo Van Ngan,Thu Duc,10.850326,106.771576,19.5,40.65,90.0,1,1
2023-10-01T09:00:00.000Z,Kha Van Can,Thu Duc,10.850042,106.754685,6.3,22.41,60.0,1,1
2023-12-09T03:00:00.000Z,Le Thi Rieng,Quan 12,10.861001,106.647416,26.7,45.69,90.0,1,1
2024-01-05T15:00:00.000Z,Pham Van Dong,Binh Thanh,10.818501,106.701113,5.0,12.5,30.0,1,1
2024-01-14T21:00:00.000Z,Tran Nao,Quan 2,10.783789,106.738018,25.0,35.5,60.0,1,1
2024-01-26T21:00:00.000Z,Quang Trung,Go Vap,10.839531,106.663183,27.0,36.9,60.0,1,1
2024-04-18T08:00:00.000Z,Nguyen Van Khoi,Go Vap,10.829553,106.692481,28.5,28.95,30.0,1,1
2023-02-05T11:00:00.000Z,Tran Xuan Soan,Quan 7,10.750846,106.699717,5.0,21.5,60.0,1,1
2023-03-20T08:00:00.000Z,Phan Huy Ich,Go Vap,10.829324,106.670998,28.6,29.02,30.0,1,1
2023-03-21T06:00:00.000Z,Hoa Binh,Tan Phu,10.803749,106.623829,13.9,36.730000000000004,90.0,1,1
2023-03-21T18:00:00.000Z,Ma Lo,Binh Tan,10.764302,106.614284,13.3,27.310000000000002,60.0,1,1
2023-06-01T11:00:00.000Z,Nguyen Thi Thap,Quan 7,10.743259,106.717345,6.2,22.34,60.0,1,1
2023-08-08T13:00:00.000Z,Do Xuan Hop,Thu Duc,10.835453,106.784069,9.8,42.86,120.0,1,1
2023-08-31T12:00:00.000Z,Da Nam,Quan 8,10.740822,106.671562,14.1,36.87,90.0,1,1
2023-10-15T06:00:00.000Z,CMT8,Quan 3,10.780566,106.680724,20.0,41.0,90.0,1,1
2023-12-03T00:00:00.000Z,Nguyen Van Qua,Quan 12,10.852881,106.663411,15.7,37.989999999999995,90.0,1,1
2024-02-06T04:00:00.000Z,Nguyen Anh Thu,Quan 12,10.878871,106.644986,16.5,29.549999999999997,60.0,1,1
2024-02-18T10:00:00.000Z,Nguyen Thi Thap,Quan 7,10.742941,106.714782,8.4,14.879999999999999,30.0,1,1
2024-04-27T08:00:00.000Z,Ta Quang Buu,Quan 8,10.746059,106.663697,5.2,30.64,90.0,1,1
2024-06-09T22:00:00.000Z,An Duong Vuong,Quan 6,10.756415,106.643246,38.7,36.09,30.0,1,1
2024-06-21T09:00:00.000Z,Kinh Duong Vuong,Quan 6,10.742959,106.613879,15.4,64.78,180.0,1,1
2024-06-24T09:00:00.000Z,Phan Huy Ich,Go Vap,10.829503,106.674456,28.9,38.23,60.0,1,1
2024-07-07T13:00:00.000Z,To Ky,Quan 12,10.864676,106.631864,13.3,45.31,120.0,1,1
2023-04-13T10:00:00.000Z,CMT8,Quan 3,10.780346,106.68156,15.2,19.64,30.0,1,1
2024-04-18T08:00:00.000Z,Phan Huy Ich,Go Vap,10.827523,106.67392,12.0,26.4,60.0,1,1
2024-04-23T23:00:00.000Z,Nguyen Anh Thu,Quan 12,10.876328,106.646227,26.4,72.47999999999999,180.0,1,1
2024-05-03T03:00:00.000Z,Pham Van Dong,Binh Thanh,10.819427,106.702294,11.5,26.049999999999997,60.0,1,1
2024-05-04T14:00:00.000Z,Binh Long,Tan Phu,10.800648,106.616159,9.2,33.44,90.0,1,1
2024-05-20T08:00:00.000Z,Thoai Ngoc Hau,Tan Phu,10.786139,106.629683,29.5,38.65,60.0,1,1
2023-01-04T19:00:00.000Z,Phan Huy Ich,Go Vap,10.82751,106.672974,11.9,26.33,60.0,1,1
2023-05-04T09:00:00.000Z,Tan Ky Tan Quy,Binh Tan,10.787394,106.601174,5.0,39.5,120.0,1,1
2023-08-02T02:00:00.000Z,Le Van Luong,Quan 7,10.735313,106.704771,9.0,42.3,120.0,1,1
2023-08-11T18:00:00.000Z,Le Van Viet,Thu Duc,10.843339,106.787569,5.0,30.5,90.0,1,1
2023-12-10T06:00:00.000Z,Tran Nao,Quan 2,10.781928,106.736335,40.3,55.209999999999994,90.0,1,1
2024-03-21T09:00:00.000Z,Vo Van Kiet,Quan 1,10.763833,106.699654,23.8,34.66,60.0,1,1
2024-05-16T06:00:00.000Z,Binh Long,Tan Phu,10.798298,106.61612,10.5,34.35,90.0,1,1
2024-08-09T13:00:00.000Z,Le Van Luong,Quan 7,10.738041,106.70619,19.1,31.37,60.0,1,1
2023-01-29T19:00:00.000Z,Vo Van Kiet,Quan 1,10.763918,106.700272,20.9,32.629999999999995,60.0,1,1
2023-07-21T14:00:00.000Z,Kha Van Can,Thu Duc,10.85344,106.75593,6.8,31.759999999999998,90.0,1,1
2023-07-28T01:00:00.000Z,Le Van Viet,Thu Duc,10.84415,106.790065,5.0,12.5,30.0,1,1
2023-09-15T15:00:00.000Z,Nguyen Van Khoi,Go Vap,10.826847,106.694607,16.3,38.41,90.0,1,1
2023-10-17T04:00:00.000Z,Ma Lo,Binh Tan,10.765304,106.612729,5.0,21.5,60.0,1,1
2024-02-11T21:00:00.000Z,Da Nam,Quan 8,10.73967,106.673293,25.4,53.78,120.0,1,1
2024-04-10T23:00:00.000Z,Le Van Viet,Thu Duc,10.843437,106.790382,10.0,16.0,30.0,1,1
2024-04-19T16:00:00.000Z,Nguyen Anh Thu,Quan 12,10.875565,106.64532,13.7,27.589999999999996,60.0,1,1
2023-02-04T18:00:00.000Z,Le Van Luong,Quan 7,10.734693,106.707285,5.9,22.13,60.0,1,1
2023-03-04T20:00:00.000Z,Tran Nao,Quan 2,10.785282,106.735563,9.9,78.93,240.0,1,1
2023-04-22T09:00:00.000Z,Ba Thang Hai,Quan 10,10.776319,106.66925,39.2,45.44,60.0,1,1
2023-05-12T08:00:00.000Z,Le Thi Rieng,Quan 12,10.863364,106.648391,8.1,32.67,90.0,1,1
2023-12-26T15:00:00.000Z,Ma Lo,Binh Tan,10.764651,106.612934,20.6,68.42,180.0,1,1
2024-05-16T20:00:00.000Z,Binh Long,Tan Phu,10.79858,106.615891,25.5,35.849999999999994,60.0,1,1
2024-08-21T09:00:00.000Z,Tam Binh,Thu Duc,10.861945,106.738321,9.0,15.3,30.0,1,1
2023-04-05T04:00:00.000Z,Da Nam,Quan 8,10.741384,106.67342,11.6,26.119999999999997,60.0,1,1
2024-05-11T03:00:00.000Z,Tran Nao,Quan 2,10.783216,106.738452,5.9,13.129999999999999,30.0,1,1
2024-07-20T15:00:00.000Z,Nguyen Thi Thap,Quan 7,10.74191,106.715341,20.2,32.14,60.0,1,1
2024-08-17T02:00:00.000Z,Kha Van Can,Thu Duc,10.85265,106.755828,9.8,24.86,60.0,1,1
2023-01-18T22:00:00.000Z,Pham The Hien,Quan 8,10.725645,106.681522,8.6,42.019999999999996,120.0,1,1
2023-05-07T08:00:00.000Z,Do Xuan Hop,Thu Duc,10.831578,106.782117,14.1,45.87,120.0,1,1
2023-05-26T21:00:00.000Z,Ung Van Khiem,Binh Thanh,10.810724,106.710352,5.1,30.57,90.0,1,1
2024-04-21T05:00:00.000Z,To Ky,Quan 12,10.865853,106.632763,9.5,60.65,180.0,1,1
2024-06-14T00:00:00.000Z,Pham Van Dong,Binh Thanh,10.818421,106.703503,13.7,27.589999999999996,60.0,1,1
2024-07-26T00:00:00.000Z,Nguyen Thi Thap,Quan 7,10.742869,106.713844,9.3,60.51,180.0,1,1
2024-08-03T01:00:00.000Z,Tan Ky Tan Quy,Binh Tan,10.788798,106.602241,20.1,41.07,90.0,1,1
2023-03-08T14:00:00.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.806899,106.710506,15.4,19.78,30.0,1,1
2023-07-11T08:00:00.000Z,Kha Van Can,Thu Duc,10.849636,106.752756,6.9,13.83,30.0,1,1
2023-07-28T20:00:00.000Z,Le Thi Rieng,Quan 12,10.859691,106.648894,21.7,42.19,90.0,1,1
2023-11-06T15:00:00.000Z,Huynh Tan Phat,Quan 7,10.727793,106.722851,10.7,16.49,30.0,1,1
2023-12-16T05:00:00.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.805859,106.713195,25.9,90.13,240.0,1,1
2024-01-02T19:00:00.000Z,Linh Dong,Thu Duc,10.865517,106.766884,11.6,62.12,180.0,1,1
2024-02-21T22:00:00.000Z,Nguyen Anh Thu,Quan 12,10.879396,106.642613,16.8,29.759999999999998,60.0,1,1
2024-03-01T13:00:00.000Z,Phan Huy Ich,Go Vap,10.829763,106.67288,19.1,22.37,30.0,1,1
2024-04-02T16:00:00.000Z,Ma Lo,Binh Tan,10.761526,106.613772,8.0,14.6,30.0,1,1
2024-04-03T18:00:00.000Z,To Ky,Quan 12,10.867357,106.63091,5.0,75.5,240.0,1,1
2024-07-31T08:00:00.000Z,Hau Giang,Quan 6,10.746013,106.638708,23.8,25.66,30.0,1,1
